timestamp,temperature_C,humidity_%,solar_irradiation_W/m2
2020-01-03 00:30:00,19.54,48.82,208.93
2020-01-03 00:45:00,24.81,34.99,15.15
2020-01-03 01:00:00,25.4,61.17,449.22
2020-01-03 01:15:00,20.08,51.54,374.42
2020-01-03 01:30:00,22.27,75.73,271.66
2020-01-03 01:45:00,14.7,53.8,81.99
2020-01-03 02:00:00,25.68,73.5,401.94
2020-01-03 02:15:00,23.15,59.17,673.54
2020-01-03 02:30:00,24.62,47.29,351.28
2020-01-03 02:45:00,21.19,73.0,222.04
2020-01-03 03:00:00,18.99,56.19,535.41
2020-01-03 03:15:00,26.36,55.83,298.39
2020-01-03 03:30:00,22.01,51.58,524.31
2020-01-03 03:45:00,-6.55,93.5,1596.84
2020-01-03 04:00:00,27.52,42.31,430.88
2020-01-03 04:15:00,22.97,82.3,185.26
2020-01-03 04:30:00,21.63,63.24,254.75
2020-01-03 04:45:00,22.45,48.93,561.05
2020-01-03 05:00:00,24.53,61.84,561.23
2020-01-03 05:15:00,22.68,67.5,441.53
2020-01-03 05:30:00,-8.32,90.55,0.0
2020-01-03 05:45:00,26.21,45.88,576.24
2020-01-03 06:00:00,19.39,71.25,217.99
2020-01-03 06:15:00,19.22,74.24,538.68
2020-01-03 06:30:00,22.43,39.07,325.44
2020-01-03 06:45:00,20.26,65.88,460.86
2020-01-03 07:00:00,22.0,59.77,389.7
2020-01-03 07:15:00,18.08,78.03,638.9
2020-01-03 07:30:00,28.72,63.81,367.36
2020-01-03 07:45:00,19.54,70.57,243.68
2020-01-03 08:00:00,21.9,60.37,512.39
2020-01-03 08:15:00,22.35,60.89,223.08
2020-01-03 08:30:00,21.79,72.95,391.3
2020-01-03 08:45:00,23.8,62.15,546.6
2020-01-03 09:00:00,23.84,65.35,542.51
2020-01-03 09:15:00,25.85,74.98,200.74
2020-01-03 09:30:00,-8.3,90.59,1235.27
2020-01-03 09:45:00,24.18,74.48,638.6
2020-01-03 10:00:00,19.03,70.24,460.52
2020-01-03 10:15:00,17.74,68.46,303.4
2020-01-03 10:30:00,-1.16,94.6,0.0
2020-01-03 10:45:00,43.62,5.11,1464.97
2020-01-03 11:00:00,21.08,58.09,103.84
2020-01-03 11:15:00,18.25,75.72,586.0
2020-01-03 11:30:00,49.95,93.61,1258.8
2020-01-03 11:45:00,22.27,78.32,490.19
2020-01-03 12:00:00,57.26,1.03,1498.64
2020-01-03 12:15:00,23.66,47.43,290.33
2020-01-03 12:30:00,22.88,75.68,336.72
2020-01-03 12:45:00,24.93,60.05,329.9
2020-01-03 13:00:00,20.17,52.44,498.64
2020-01-03 13:15:00,24.82,73.23,378.73
2020-01-03 13:30:00,22.29,78.64,164.0
2020-01-03 13:45:00,18.69,72.48,84.35
2020-01-03 14:00:00,22.73,44.27,302.33
2020-01-03 14:15:00,19.78,50.7,176.48
2020-01-03 14:30:00,23.81,67.36,242.44
2020-01-03 14:45:00,22.21,67.91,283.6
2020-01-03 15:00:00,22.24,54.8,338.71
2020-01-03 15:15:00,25.28,37.95,679.77
2020-01-03 15:30:00,24.89,71.05,532.12
2020-01-03 15:45:00,18.26,67.94,335.72
2020-01-03 16:00:00,19.22,68.46,169.39
2020-01-03 16:15:00,23.73,65.32,510.15
2020-01-03 16:30:00,45.14,8.77,1436.76
2020-01-03 16:45:00,24.08,47.87,312.98
2020-01-03 17:00:00,23.16,59.38,361.54
2020-01-03 17:15:00,-7.21,7.72,0.0
2020-01-03 17:30:00,24.27,89.88,314.34
2020-01-03 17:45:00,22.36,82.64,403.41
2020-01-03 18:00:00,3.53,97.93,1437.17
2020-01-03 18:15:00,18.06,67.68,484.29
2020-01-03 18:30:00,16.87,58.32,0.0
2020-01-03 18:45:00,18.63,41.13,524.59
2020-01-03 19:00:00,20.12,46.85,342.56
2020-01-03 19:15:00,24.27,64.29,478.57
2020-01-03 19:30:00,17.11,57.77,400.46
2020-01-03 19:45:00,20.02,78.31,462.84
2020-01-03 20:00:00,14.65,61.37,851.66
2020-01-03 20:15:00,-0.23,0.57,1206.86
2020-01-03 20:30:00,24.34,63.27,649.84
2020-01-03 20:45:00,23.95,85.47,238.64
2020-01-03 21:00:00,24.05,55.06,356.85
2020-01-03 21:15:00,47.85,9.29,0.0
2020-01-03 21:30:00,23.08,56.55,668.67
2020-01-03 21:45:00,20.39,74.58,495.63
2020-01-03 22:00:00,19.34,82.23,248.27
2020-01-03 22:15:00,22.21,61.65,231.36
2020-01-03 22:30:00,20.94,61.3,362.34
2020-01-03 22:45:00,-2.07,96.55,1332.08
2020-01-03 23:00:00,21.02,67.68,435.93
2020-01-03 23:15:00,21.71,51.23,158.84
2020-01-03 23:30:00,55.11,95.56,1401.09
2020-01-03 23:45:00,27.55,72.77,484.54
2020-01-04 00:00:00,19.7,56.66,660.32
2020-01-04 00:15:00,27.29,71.57,265.16
2020-01-04 00:30:00,16.92,43.26,507.28
2020-01-04 00:45:00,19.89,68.19,604.38
2020-01-04 01:00:00,21.76,62.83,526.99
2020-01-04 01:15:00,22.56,65.43,377.88
2020-01-04 01:30:00,16.8,66.4,392.37
2020-01-04 01:45:00,21.89,59.73,507.72
2020-01-04 02:00:00,23.88,48.2,310.87
2020-01-04 02:15:00,22.86,69.2,416.74
2020-01-04 02:30:00,18.85,59.03,669.25
2020-01-04 02:45:00,20.7,64.68,128.7
2020-01-04 03:00:00,22.74,61.01,391.88
2020-01-04 03:15:00,19.08,73.14,547.98
2020-01-04 03:30:00,24.61,46.74,368.33
2020-01-04 03:45:00,19.16,63.55,526.03
2020-01-04 04:00:00,21.47,58.85,390.56
2020-01-04 04:15:00,22.34,49.48,589.1
2020-01-04 04:30:00,21.53,52.95,365.92
2020-01-04 04:45:00,28.84,54.77,553.55
2020-01-04 05:00:00,18.75,46.01,238.56
2020-01-04 05:15:00,23.33,61.83,162.32
2020-01-04 05:30:00,22.9,64.98,443.94
2020-01-04 05:45:00,21.9,49.3,399.34
2020-01-04 06:00:00,21.11,39.69,376.02
2020-01-04 06:15:00,23.68,60.34,536.14
2020-01-04 06:30:00,27.43,64.99,419.16
2020-01-04 06:45:00,25.27,63.81,736.44
2020-01-04 07:00:00,19.65,58.3,249.42
2020-01-04 07:15:00,18.54,50.52,357.08
2020-01-04 07:30:00,19.93,75.53,573.9
2020-01-04 07:45:00,21.53,54.83,350.48
2020-01-04 08:00:00,17.73,43.73,600.75
2020-01-04 08:15:00,27.47,57.8,104.94
2020-01-04 08:30:00,21.43,66.35,531.51
2020-01-04 08:45:00,40.22,92.49,0.0
2020-01-04 09:00:00,-6.98,94.39,0.0
2020-01-04 09:15:00,19.42,63.97,432.23
2020-01-04 09:30:00,22.22,59.74,638.96
2020-01-04 09:45:00,24.57,66.55,409.79
2020-01-04 10:00:00,16.76,73.92,520.58
2020-01-04 10:15:00,22.28,42.25,295.12
2020-01-04 10:30:00,41.26,6.68,1300.72
2020-01-04 10:45:00,20.37,71.42,333.18
2020-01-04 11:00:00,-5.92,2.87,1542.39
2020-01-04 11:15:00,25.54,58.17,538.35
2020-01-04 11:30:00,18.55,57.61,397.74
2020-01-04 11:45:00,21.3,62.95,432.3
2020-01-04 12:00:00,19.97,51.77,423.91
2020-01-04 12:15:00,21.61,81.52,482.42
2020-01-04 12:30:00,24.39,59.24,459.74
2020-01-04 12:45:00,0.67,3.3,0.0
2020-01-04 13:00:00,26.08,69.75,490.62
2020-01-04 13:15:00,22.27,64.53,323.22
2020-01-04 13:30:00,22.9,57.66,397.14
2020-01-04 13:45:00,20.08,53.09,430.99
2020-01-04 14:00:00,22.28,70.31,456.52
2020-01-04 14:15:00,20.43,61.98,130.1
2020-01-04 14:30:00,23.13,75.5,433.03
2020-01-04 14:45:00,22.99,43.41,511.06
2020-01-04 15:00:00,24.81,67.15,179.71
2020-01-04 15:15:00,20.72,66.42,566.9
2020-01-04 15:30:00,3.82,93.22,0.0
2020-01-04 15:45:00,18.73,46.17,237.6
2020-01-04 16:00:00,24.82,54.39,417.06
2020-01-04 16:15:00,18.96,51.99,459.11
2020-01-04 16:30:00,27.25,61.9,797.41
2020-01-04 16:45:00,28.2,42.39,852.28
2020-01-04 17:00:00,24.59,48.15,178.06
2020-01-04 17:15:00,19.38,48.91,354.07
2020-01-04 17:30:00,21.23,71.78,172.7
2020-01-04 17:45:00,19.55,57.91,390.14
2020-01-04 18:00:00,19.65,63.35,537.04
2020-01-04 18:15:00,24.12,56.76,358.29
2020-01-04 18:30:00,21.0,56.39,481.27
2020-01-04 18:45:00,20.34,51.93,497.3
2020-01-04 19:00:00,16.6,66.02,289.99
2020-01-04 19:15:00,22.66,58.43,186.79
2020-01-04 19:30:00,23.9,54.15,321.75
2020-01-04 19:45:00,23.15,74.81,263.89
2020-01-04 20:00:00,25.52,74.14,309.41
2020-01-04 20:15:00,18.53,59.12,234.14
2020-01-04 20:30:00,26.54,50.69,404.64
2020-01-04 20:45:00,20.08,73.2,339.42
2020-01-04 21:00:00,22.9,39.32,559.96
2020-01-04 21:15:00,23.29,71.21,123.84
2020-01-04 21:30:00,24.94,51.95,529.94
2020-01-04 21:45:00,-8.65,2.4,0.0
2020-01-04 22:00:00,27.46,54.13,504.56
2020-01-04 22:15:00,28.01,50.32,647.72
2020-01-04 22:30:00,17.59,55.71,129.92
2020-01-04 22:45:00,19.58,47.02,604.63
2020-01-04 23:00:00,16.39,63.0,312.45
2020-01-04 23:15:00,17.29,49.36,538.86
2020-01-04 23:30:00,26.37,61.75,236.74
2020-01-04 23:45:00,22.06,49.73,174.85
2020-01-05 00:00:00,19.04,54.57,244.45
2020-01-05 00:15:00,24.18,65.8,183.59
2020-01-05 00:30:00,20.84,55.74,91.78
2020-01-05 00:45:00,18.99,60.26,528.08
2020-01-05 01:00:00,23.48,60.23,414.11
2020-01-05 01:15:00,20.25,52.29,544.41
2020-01-05 01:30:00,24.2,44.47,256.39
2020-01-05 01:45:00,23.79,52.91,385.22
2020-01-05 02:00:00,22.21,68.99,453.68
2020-01-05 02:15:00,22.62,55.53,719.59
2020-01-05 02:30:00,22.23,81.7,259.89
2020-01-05 02:45:00,22.6,65.21,683.76
2020-01-05 03:00:00,24.86,48.12,336.17
2020-01-05 03:15:00,2.85,9.83,0.0
2020-01-05 03:30:00,20.08,63.88,383.52
2020-01-05 03:45:00,15.59,67.27,353.38
2020-01-05 04:00:00,22.34,54.25,551.56
2020-01-05 04:15:00,21.54,63.52,646.86
2020-01-05 04:30:00,19.3,59.88,415.2
2020-01-05 04:45:00,18.35,50.69,371.45
2020-01-05 05:00:00,18.5,55.46,404.43
2020-01-05 05:15:00,20.87,65.58,261.9
2020-01-05 05:30:00,19.62,64.19,378.0
2020-01-05 05:45:00,18.31,69.37,400.4
2020-01-05 06:00:00,-2.26,94.43,1583.28
2020-01-05 06:15:00,21.53,57.44,669.98
2020-01-05 06:30:00,26.89,44.4,682.04
2020-01-05 06:45:00,23.52,67.02,359.74
2020-01-05 07:00:00,23.29,46.17,552.03
2020-01-05 07:15:00,12.8,66.08,250.11
2020-01-05 07:30:00,24.62,60.55,566.09
2020-01-05 07:45:00,21.08,56.88,188.98
2020-01-05 08:00:00,28.64,57.48,504.03
2020-01-05 08:15:00,15.28,55.71,571.37
2020-01-05 08:30:00,21.24,59.19,432.36
2020-01-05 08:45:00,23.03,41.47,471.73
2020-01-05 09:00:00,25.04,58.09,323.16
2020-01-05 09:15:00,19.4,55.32,236.26
2020-01-05 09:30:00,20.56,64.62,546.85
2020-01-05 09:45:00,17.18,55.22,434.08
2020-01-05 10:00:00,18.86,59.79,747.35
2020-01-05 10:15:00,24.94,64.69,365.63
2020-01-05 10:30:00,21.75,59.4,422.53
2020-01-05 10:45:00,24.03,59.47,185.67
2020-01-05 11:00:00,20.98,56.24,556.39
2020-01-05 11:15:00,23.26,64.69,270.07
2020-01-05 11:30:00,18.63,56.08,283.83
2020-01-05 11:45:00,24.31,68.05,319.67
2020-01-05 12:00:00,18.79,41.03,456.83
2020-01-05 12:15:00,2.8,0.07,1455.46
2020-01-05 12:30:00,18.76,52.82,519.33
2020-01-05 12:45:00,21.17,69.12,524.68
2020-01-05 13:00:00,25.67,47.34,281.25
2020-01-05 13:15:00,20.68,58.6,408.45
2020-01-05 13:30:00,20.37,52.49,541.99
2020-01-05 13:45:00,19.82,61.86,585.92
2020-01-05 14:00:00,23.4,59.07,537.21
2020-01-05 14:15:00,23.16,48.11,354.56
2020-01-05 14:30:00,24.26,55.97,509.95
2020-01-05 14:45:00,-1.45,2.47,0.0
2020-01-05 15:00:00,50.89,95.56,0.0
2020-01-05 15:15:00,21.85,70.83,386.84
2020-01-05 15:30:00,22.53,61.24,545.06
2020-01-05 15:45:00,19.39,60.3,358.87
2020-01-05 16:00:00,19.19,47.53,458.55
2020-01-05 16:15:00,23.41,56.34,272.06
2020-01-05 16:30:00,19.99,67.35,292.24
2020-01-05 16:45:00,24.57,59.3,432.03
2020-01-05 17:00:00,22.05,58.7,329.9
2020-01-05 17:15:00,25.81,82.03,424.42
2020-01-05 17:30:00,50.6,95.68,1394.08
2020-01-05 17:45:00,18.39,51.59,398.81
2020-01-05 18:00:00,26.38,70.97,452.39
2020-01-05 18:15:00,22.43,72.64,461.33
2020-01-05 18:30:00,19.81,49.01,288.12
2020-01-05 18:45:00,25.33,70.49,218.62
2020-01-05 19:00:00,18.34,52.42,203.2
2020-01-05 19:15:00,20.57,59.11,434.43
2020-01-05 19:30:00,19.08,48.37,565.25
2020-01-05 19:45:00,22.59,46.51,255.27
2020-01-05 20:00:00,16.77,69.64,362.45
2020-01-05 20:15:00,21.56,41.03,341.4
2020-01-05 20:30:00,21.43,64.22,501.67
2020-01-05 20:45:00,23.05,59.65,394.88
2020-01-05 21:00:00,23.22,53.23,399.11
2020-01-05 21:15:00,24.82,52.35,525.55
2020-01-05 21:30:00,21.68,76.24,319.33
2020-01-05 21:45:00,22.34,53.5,700.32
2020-01-05 22:00:00,20.78,70.32,390.34
2020-01-05 22:15:00,18.19,57.36,179.86
2020-01-05 22:30:00,22.45,56.18,409.99
2020-01-05 22:45:00,-0.47,99.46,0.0
2020-01-05 23:00:00,25.07,63.31,216.6
2020-01-05 23:15:00,18.76,55.19,581.69
2020-01-05 23:30:00,22.65,64.48,561.34
2020-01-05 23:45:00,-3.23,2.32,1244.37
2020-01-06 00:00:00,20.34,71.09,655.76
2020-01-06 00:15:00,16.33,50.1,230.89
2020-01-06 00:30:00,21.59,55.44,712.92
2020-01-06 00:45:00,22.8,54.46,405.17
2020-01-06 01:00:00,26.19,61.63,506.35
2020-01-06 01:15:00,26.79,51.82,111.64
2020-01-06 01:30:00,24.61,56.16,236.01
2020-01-06 01:45:00,23.12,61.55,538.07
2020-01-06 02:00:00,21.44,56.78,560.18
2020-01-06 02:15:00,52.25,90.39,1309.76
2020-01-06 02:30:00,4.69,94.77,1334.53
2020-01-06 02:45:00,18.01,65.93,526.95
2020-01-06 03:00:00,20.46,41.36,328.09
2020-01-06 03:15:00,-8.46,7.97,1248.02
2020-01-06 03:30:00,22.67,65.3,531.57
2020-01-06 03:45:00,22.49,60.52,722.53
2020-01-06 04:00:00,20.62,64.13,457.37
2020-01-06 04:15:00,19.74,58.13,223.75
2020-01-06 04:30:00,21.64,59.84,404.46
2020-01-06 04:45:00,25.49,39.17,290.6
2020-01-06 05:00:00,22.59,70.02,505.14
2020-01-06 05:15:00,22.0,61.55,245.56
2020-01-06 05:30:00,19.22,57.11,600.09
2020-01-06 05:45:00,20.86,69.99,407.55
2020-01-06 06:00:00,24.35,67.6,374.27
2020-01-06 06:15:00,26.25,75.02,425.91
2020-01-06 06:30:00,18.34,73.11,559.79
2020-01-06 06:45:00,20.49,51.89,381.19
2020-01-06 07:00:00,21.8,48.75,657.36
2020-01-06 07:15:00,21.49,71.05,351.83
2020-01-06 07:30:00,17.33,57.57,422.28
2020-01-06 07:45:00,24.44,59.24,453.08
2020-01-06 08:00:00,2.23,4.37,1377.82
2020-01-06 08:15:00,19.94,85.75,390.23
2020-01-06 08:30:00,25.33,55.73,530.83
2020-01-06 08:45:00,-3.12,91.57,1545.12
2020-01-06 09:00:00,22.71,65.64,347.5
2020-01-06 09:15:00,23.44,60.93,404.21
2020-01-06 09:30:00,19.61,41.64,168.91
2020-01-06 09:45:00,22.76,76.75,477.68
2020-01-06 10:00:00,47.84,8.4,0.0
2020-01-06 10:15:00,22.85,71.45,548.47
2020-01-06 10:30:00,22.98,54.75,282.36
2020-01-06 10:45:00,22.14,72.42,578.08
2020-01-06 11:00:00,13.74,57.72,376.64
2020-01-06 11:15:00,25.23,63.73,258.46
2020-01-06 11:30:00,-0.44,4.31,0.0
2020-01-06 11:45:00,22.18,52.7,549.42
2020-01-06 12:00:00,-1.42,94.98,0.0
2020-01-06 12:15:00,23.53,74.71,233.96
2020-01-06 12:30:00,20.06,67.5,345.6
2020-01-06 12:45:00,19.61,58.94,373.32
2020-01-06 13:00:00,18.71,82.21,450.67
2020-01-06 13:15:00,22.41,64.57,414.46
2020-01-06 13:30:00,22.27,59.28,291.44
2020-01-06 13:45:00,16.26,69.94,338.27
2020-01-06 14:00:00,18.41,63.13,534.98
2020-01-06 14:15:00,24.94,52.48,332.09
2020-01-06 14:30:00,24.19,56.95,276.18
2020-01-06 14:45:00,20.01,78.25,637.61
2020-01-06 15:00:00,21.9,66.04,432.6
2020-01-06 15:15:00,23.97,54.21,300.56
2020-01-06 15:30:00,23.18,53.58,336.48
2020-01-06 15:45:00,2.65,5.39,0.0
2020-01-06 16:00:00,28.38,80.03,447.47
2020-01-06 16:15:00,23.46,53.57,0.0
2020-01-06 16:30:00,59.39,96.92,0.0
2020-01-06 16:45:00,17.92,70.59,414.2
2020-01-06 17:00:00,54.7,5.34,1592.29
2020-01-06 17:15:00,-8.64,94.32,0.0
2020-01-06 17:30:00,24.8,75.18,298.52
2020-01-06 17:45:00,17.81,66.55,693.58
2020-01-06 18:00:00,56.73,90.43,1360.06
2020-01-06 18:15:00,22.68,79.33,674.97
2020-01-06 18:30:00,21.23,44.45,302.7
